534	2
535	1
536	1
537	2
538	2
539	2
540	0
541	2
542	0
543	0
544	1
545	1
546	1
547	1
548	0
549	1
550	1
551	1
552	1
553	0
554	0
555	1
556	1
557	0
558	1
559	1
560	1
561	0
562	0
563	0
564	1
565	1
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	1
574	1
575	1
576	0
577	0
578	0
579	0
580	0
581	0
582	1
583	0
584	0
585	0
586	0
587	1
588	1
589	0
590	1
591	0
592	0
593	0
594	1
595	0
596	0
597	1
598	3
599	0
600	2
601	1
602	1
603	0
604	0
605	0
606	0
607	0
608	1
609	0
610	0
611	1
612	1
613	0
614	0
615	1
616	0
617	0
618	0
619	0
620	0
621	1
622	1
623	0
624	2
625	0
626	0
627	2
628	0
629	2
630	4
631	2
632	2
633	1
634	0
635	1
636	2
637	2
638	0
639	0
640	1
641	0
642	0
643	2
644	2
645	1
646	2
647	0
648	2
649	0
650	0
651	0
652	0
653	0
654	1
655	2
656	0
657	0
658	0
659	2
660	0
661	1
662	1
663	1
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	1
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	1
680	0
681	0
682	0
683	1
684	1
685	0
686	0
687	0
688	0
689	0
690	0
691	1
692	0
693	0
694	0
695	1
696	0
697	1
698	0
699	0
700	0
701	0
702	0
703	2
704	0
705	1
706	0
707	2
708	1
709	0
710	2
711	1
712	1
713	0
714	1
715	1
716	3
717	2
718	1
719	1
720	0
721	1
722	2
723	3
724	1
725	1
726	3
727	1
728	4
729	5
730	3
731	3
732	0
733	1
734	0
735	0
736	2
737	0
738	0
739	1
740	0
741	0
742	1
743	1
744	2
745	0
746	0
747	1
748	0
749	1
750	0
751	1
752	1
753	0
754	1
755	0
756	1
757	0
758	2
759	2
760	1
761	0
762	1
763	0
764	1
765	0
766	1
767	2
768	1
769	0
770	0
771	1
772	1
773	2
774	1
775	1
776	0
777	0
778	1
779	2
780	1
781	0
782	1
783	0
784	0
785	1
786	0
787	0
788	0
789	0
790	0
791	1
792	1
793	1
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	1
802	0
803	0
804	1
805	0
806	1
807	0
808	0
809	0
810	1
811	2
812	0
813	2
814	1
815	1
816	0
817	1
818	0
819	0
820	0
821	1
822	0
823	1
824	0
825	5
826	1
827	0
828	0
829	2
830	0
831	1
832	1
833	0
834	0
835	1
836	0
837	0
838	0
839	1
840	1
841	0
842	0
843	1
844	0
845	1
846	1
847	0
848	0
849	1
850	1
851	0
852	0
853	0
854	0
855	0
856	1
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	1
865	0
866	1
867	1
868	0
869	0
870	0
871	0
872	0
873	1
874	0
875	0
876	0
877	0
878	1
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	2
899	0
900	1
901	0
902	0
903	0
904	0
905	0
906	0
907	1
908	1
909	0
910	1
911	0
912	0
913	0
914	0
915	2
916	2
917	0
918	0
919	0
920	1
921	0
922	3
923	0
924	1
925	0
926	1
927	1
928	0
929	0
930	1
931	0
932	0
933	1
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	2
963	1
964	0
965	0
966	0
967	0
968	0
969	2
970	1
971	3
972	0
973	3
974	1
975	0
976	0
977	0
978	2
979	1
980	0
981	0
982	0
983	0
984	0
985	0
986	1
987	0
988	2
989	1
990	1
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	1
1015	0
1016	1
1017	0
1018	0
1019	0
1020	2
1021	0
1022	3
1023	0
