0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	0
127	0
128	1
129	0
130	0
131	0
132	1
133	0
134	0
135	0
136	1
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	1
147	0
148	1
149	0
150	0
151	0
152	0
153	0
154	1
155	1
156	0
157	1
158	0
159	0
160	0
161	1
162	0
163	0
164	1
165	2
166	0
167	1
168	0
169	0
170	0
171	2
172	0
173	0
174	0
175	0
176	1
177	1
178	0
179	1
180	0
181	0
182	1
183	2
184	0
185	0
186	0
187	0
188	1
189	0
190	0
191	0
192	0
193	0
194	2
195	1
196	1
197	2
198	0
199	0
200	0
201	2
202	0
203	0
204	1
205	0
206	0
207	0
208	0
209	0
210	0
211	2
212	0
213	1
214	0
215	0
216	1
217	0
218	0
219	1
220	0
221	0
222	0
223	1
224	1
225	1
226	0
227	0
228	0
229	0
230	0
231	0
232	3
233	1
234	0
235	2
236	0
237	1
238	1
239	2
240	0
241	1
242	1
243	0
244	0
245	2
246	0
247	0
248	0
249	3
250	0
251	0
252	1
253	1
254	0
255	1
256	1
257	0
258	0
259	1
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	2
272	0
273	0
274	2
275	1
276	0
277	2
278	2
279	2
280	1
281	3
282	1
283	0
284	3
285	1
286	2
287	1
288	1
289	0
290	0
291	1
292	0
293	0
294	0
295	2
296	0
297	1
298	2
299	1
300	1
301	0
302	3
303	1
304	2
305	2
306	2
307	3
308	1
309	0
310	1
311	2
312	4
313	1
314	2
315	0
316	1
317	2
318	0
319	3
320	3
321	1
322	0
323	4
324	5
325	1
326	1
327	5
328	3
329	2
330	1
331	4
332	2
333	2
334	2
335	3
336	2
337	8
338	3
339	8
340	9
341	8
342	5
343	7
344	12
345	12
346	16
347	11
348	14
349	22
350	22
351	21
352	32
353	27
354	32
355	33
356	40
357	44
358	47
359	52
360	56
361	62
362	74
363	75
364	68
365	86
366	75
367	80
368	91
369	83
370	95
371	100
372	80
373	70
374	85
375	80
376	108
377	82
378	99
379	79
380	82
381	72
382	78
383	56
384	55
385	44
386	46
387	38
388	39
389	26
390	22
391	18
392	17
393	11
394	12
395	10
396	14
397	11
398	9
399	5
400	10
401	8
402	10
403	8
404	11
405	9
406	11
407	17
408	3
409	11
410	16
411	13
412	16
413	10
414	18
415	14
416	23
417	22
418	23
419	34
420	32
421	38
422	50
423	38
424	38
425	66
426	76
427	77
428	84
429	72
430	78
431	91
432	93
433	106
434	97
435	107
436	103
437	111
438	112
439	120
440	100
441	100
442	96
443	99
444	70
445	91
446	80
447	66
448	50
449	46
450	50
451	28
452	26
453	35
454	29
455	26
456	15
457	17
458	19
459	11
460	12
461	3
462	13
463	12
464	10
465	4
466	9
467	10
468	9
469	12
470	9
471	17
472	18
473	13
474	22
475	21
476	20
477	23
478	35
479	26
480	48
481	54
482	55
483	63
484	63
485	63
486	79
487	101
488	115
489	107
490	122
491	119
492	144
493	157
494	161
495	184
496	184
497	178
498	209
499	176
500	173
501	175
502	155
503	188
504	173
505	120
506	131
507	139
508	126
509	106
510	108
511	103
512	66
513	53
514	52
515	49
516	31
517	27
518	30
519	21
520	13
521	9
522	9
523	8
524	6
525	9
526	3
527	5
528	2
529	3
530	0
531	3
532	4
533	2
